|Year|Brand|Company|Date|ProductDescription|Reason|Url|
|2024|KALO|KALO Foods, LLC|03/05/2024|Carrot Cake Slice|Food &#x26; Beverages, Allergens|Undeclared Soy|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/kalo-foods-llc-recalls-single-slice-carrot-cake-due-undeclared-soy-allergen||
|2024|Electric City Sweets|Electric City Sweets|02/29/2024|Red Velvet Milk Chocolate Bars|Food &#x26; Beverages, Allergens|Due to Undeclared Milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/electric-city-sweets-issues-allergy-alert-undeclared-milk-electric-city-sweet-175oz-red-velvet-milk||
|2024|Megadyne|Megadyne Medical Products, Inc.|02/29/2024|Mega Soft Universal and Universal Plus Reusable Patient Return Electrodes|Medical Devices|Limit use to patients aged 12 years or older.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/megadyne-reiterates-intended-use-population-change-megadyne-mega-soft-universal-and-universal-plus||
|2024|Roland|Roland Foods, LLC.|02/28/2024|Tahini|Food &#x26; Beverages|Potential to be contaminated with Salmonella.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/roland-foods-llc-recalls-rolandr-tahini-100-ground-sesame-seeds-16-oz-because-possible-health-risk||
|2024|Avanos Medical|Avanos Medical, Inc.|02/27/2024|MIC&#x2a; Gastric-Jejunal Feeding Tube Kits|Medical Devices|Potential Lack of Sterility Assurance|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/avanos-medical-inc-announces-voluntary-recall-response-nurse-assist-llc-sterile-water-medical||
|2024|Multiple brands|Brassica Pharma Pvt. Ltd.|02/26/2024|Eye ointment products|Drugs|Due to Potential Lack of Sterility Assurance.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/brassica-pharma-pvt-ltd-issues-voluntary-nationwide-recall-equate-lubricant-eye-ointment-equate-stye||
|2024|H&#x26;Natural|G.A. Mart dba H&#x26;Natural|02/23/2024|Brazil Seed Pure Natural Semilla de Brasil &#x26; Tejo Root, Raiz de Tejocte|Food &#x26; Beverages|Product contains yellow oleander, a poisonous plant|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/ga-mart-issues-voluntary-nationwide-recall-hnatural-tejoroot-and-hnatural-brazil-seed-dietary||
|2024|Alipotec King|Backstage Center|02/23/2024|Alipotec Raiz de Tejocote|Food &#x26; Beverages|Product contains yellow oleander, a poisonous plant|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/backstage-center-issuing-recall-approximately-280-bottles-alipotec-raiz-de-tejocote-dietary||
|2024|Saigon Gourmet|LQNN, Inc.|02/23/2024|Banh Ba Xa and Banh Pia|Food &#x26; Beverages|Undeclared egg|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/lqnn-inc-issues-allergy-alert-undeclared-egg-banh-ba-xa-and-banh-pia-products||
|2024|Rico|Rico Brand|02/21/2024|Enchiladas|Food &#x26; Beverages, Foodborne Illness|Potential for Listeria monocytogenes contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/rico-brand-recalls-enchilada-trays-due-possible-listeria-monocytogenes-contamination||
|2024|Nordic Naturals|Nordic Naturals|02/19/2024|Baby&#x2019;s Vitamin D3 Liquid|Food &#x26; Beverages|Elevated level of Vitamin D3 dosage|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/nordic-naturals-issues-voluntary-recall-babys-vitamin-d3-liquid-due-elevated-levels-vitamin-d3||
|2024|Raw Farm LLC|Raw Farm LLC|02/17/2024|Raw Cheddar Cheese|Food &#x26; Beverages|Potential contamination with E. Coli 0157&#x3a;H7|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/raw-cheddar-cheese-voluntary-product-recall||
|2024|Golden Owl|TRUONG GIANG DISTRIBUTOR CORP|02/16/2024|Dried mango|Food &#x26; Beverages|Undeclared sulfites.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/truong-giang-distributor-corp-issues-allergy-alert-undeclared-sulfites-dried-mango||
|2024|CK, Jacksons|Capitol Distributing|02/15/2024|Turkey and cheese sandwich, egg sandwich, chicken salad on a croissant|Food &#x26; Beverages|Undeclared sesame|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/capitol-distributing-issues-allergy-alert-undeclared-sesame-product||
|2024|No Brand|Bristol Farms|02/14/2024|Chicken Street Taco Kit|Food &#x26; Beverages|Potential Listeria monocytogenes contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/bristol-farms-recalls-chicken-taco-kit-because-possible-health-risk||
|2024|No Brand|MG Foods|02/13/2024|Ham &#x26; Cotija Torta Sandwich on Telera Roll|Food &#x26; Beverages|Potential Listeria monocytogenes contamination.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/mg-foods-voluntarily-recalls-ham-cotija-torta-sandwich-distributed-florida-due-possible-listeria||
|2024|No Brand|Sprouts Farmers Market|02/12/2024|Chicken Street Taco Kit|Food &#x26; Beverages|Potential Listeria monocytogenes contamination.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/rizo-lopez-foods-and-fresh-creations-foods-along-fda-have-issued-recall-all-chicken-street-taco-meal||
|2024|SaveMart|The Save Mart Companies|02/10/2024|Chicken Street Taco Kit|Food &#x26; Beverages|Potential Listeria monocytogenes contamination.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/save-mart-lucky-and-lucky-california-stores-recall-service-deli-chicken-street-taco-kit-because||
|2024|The Perfect Bite Co.|The Perfect Bite Co.|02/10/2024|Mexican Style Street Corn Bites|Food &#x26; Beverages|Potential Listeria monocytogenes contamination.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/perfect-bite-co-issues-voluntary-recall-mexican-style-street-corn-bite-containing-cotija-cheese-due||
|2024|Stater Bros.|Stater Bros. Markets|02/10/2024|Chicken Street Taco Kit|Food &#x26; Beverages|Potential Listeria monocytogenes contamination.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/stater-bros-markets-recalls-chicken-street-taco-kit-because-possible-health-risk||
|2024|Zingerman&#x2019;s Bakehouse|Zingerman&#x2019;s Bakehouse|02/09/2024|Black Magic Brownie|Food &#x26; Beverages, Allergens|Undeclared walnut allergen|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/zingermans-bakehouse-issues-allergy-alert-undeclared-walnuts-zingermans-bakehouse-black-magic||
|2024|Marketside|Taylor Fresh Foods|02/09/2024|Marketside Bacon Ranch Crunch Salad Kit|Food &#x26; Beverages, Foodborne Illness|Potential Listeria monocytogenes contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/taylor-fresh-foods-voluntarily-recalls-marketside-bacon-ranch-crunch-salad-kit-made-ingredient||
|2024|Marketside|Braga Fresh|02/09/2024|Bacon Ranch Crunch Chopped Salad Kit|Food &#x26; Beverages, Foodborne Illness|Potential Listeria monocytogenes contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/braga-fresh-issues-voluntary-recall-marketside-bacon-ranch-crunch-chopped-salad-kit-due-containing||
|2024|Fresh and Ready, Sprig and Sprout, Jack and Olive|Fresh and Ready Foods|02/09/2024|Torta sandwiches|Food &#x26; Beverages, Foodborne Illness|Potential Listeria monocytogenes contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/fresh-ready-foods-voluntarily-recalls-four-torta-sandwiches-containing-cotija-cheese-distributed||
|2024|Fresh Express, marketside|Fresh Express|02/09/2024|Fresh Express Salsa&#x21; Ensalada Kit, Marketside Southwest Chopped Salad Kit|Food &#x26; Beverages|Potential Listeria monocytogenes contamination.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/fresh-express-issues-recall-limited-quantities-two-salad-kits-condiment-packs-containing-recalled||
|2024|Albertsons, Safeway, Eagle, Carrs-Safeway, Pavilions, Vons, Randalls, Tom Thumb, Shaw&#x27;s, Star Market, Lucky|Albertsons Companies|02/09/2024|Chicken Taco Kits and Meals|Food &#x26; Beverages|Potential Listeria monocytogenes contamination.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/albertsons-companies-voluntarily-recalls-five-readymeals-and-store-made-taco-kits-containing||
|2024|Dole, Marketside, President&#x2019;s Choice|Dole Fresh Vegetables, Inc.|02/09/2024|Salad kits|Food &#x26; Beverages, Foodborne Illness|Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/dole-fresh-vegetables-inc-announces-voluntary-recall-limited-number-salad-kits-due-possible-health||
|2024|Trader Joe&#x2019;s|Trader Joe&#x2019;s Company|02/08/2024|Chicken Enchiladas Verde, Cilantro Salad Dressing, Elote Chopped Salad Kit, Southwest Salad|Food &#x26; Beverages, Foodborne Illness|Potential Listeria monocytogenes contamination.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/trader-joes-recalls-certain-products-containing-cotija-cheese-because-they-may-be-contaminated||
|2024|Marketside, Ready Pac Bistro|Ready Pac Foods, Inc.|02/08/2024|Southwest Chopped Salad Kit, Bacon Ranch Crunch Kit, Fresh Mex Chopped Kit, Queso Crunch Salad Kit|Food &#x26; Beverages, Foodborne Illness|Potential Listeria monocytogenes contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/ready-pac-foods-inc-recalls-four-salad-kits-due-possible-health-risk-listeria-monocytogenes||
|2024|Bright Farms|BrightFarms, Inc.|02/08/2024|Bright Farms Southwest Chipotle Crunch Kit salad kit|Food &#x26; Beverages, Foodborne Illness|Potential Listeria monocytogenes contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/brightfarms-announces-voluntary-recall-southwest-chipotle-salad-kit-due-potential-risk-listeria||
|2024|365 Whole Foods|Richelieu Foods Inc.|02/07/2024|Ultimate Veggie Thin Crust Pizza|Food &#x26; Beverages, Allergens|Undeclared milk allergen|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/richelieu-foods-inc-wheeling-illinois-announcing-extension-voluntarily-recalling-1-lot-365-whole||
|2024|Rojo&#x2019;s|Simply Fresh LLC|02/07/2024|Black Bean 6 Layer Dip|Food &#x26; Beverages, Foodborne Illness|Potential for Listeria monocytogenes contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/simply-fresh-llc-voluntarily-recalls-rojos-black-bean-layer-dip-220oz-product-because-possible||
|2024|Don Pancho, HEB, Trader Joe&#x2019;s|Fresh Creative Foods|02/07/2024|Cilantro Lime Crema, Everything Sauce Fiesta, Cilantro Cotija dressing, Poblano Caesar dressing, Cilantro Dressing, Street Taco Express Meal Kit|Food &#x26; Beverages, Foodborne Illness|Potential Listeria monocytogenes contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/fresh-creative-foods-announces-voluntary-recall-dressings-and-taco-kit-due-risk-listeria-ingredient||
|2024|Rizo Brothers California Creamery|Rizo Lopez Foods, Inc.|02/06/2024|Cheese, Yogurt, Sour cream|Food &#x26; Beverages, Foodborne Illness, Dairy|Expanded recall for potential Listeria monocytogenes contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/rizo-lopez-foods-inc-voluntarily-recalls-dairy-products-because-possible-health-risk||
|2024|Arize|Today the World|02/05/2024|Arize brand male enhancement capsules|Drugs|Products contain undeclared Nortadalafil|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/today-world-issues-voluntary-nationwide-recall-all-lots-arize-herbal-dietary-supplement-capsules-due||
|2024|Sustain, Schwinnng|Today the World|02/05/2024|Sustain and Schwinnng brand male enhancement capsules|Drugs|Products contain undeclared Tadalafil and Nortadalafil|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/today-world-issues-voluntary-nationwide-recall-all-lots-sustain-and-schwinnng-brand-dietary||
|2024|Covidien and Cardinal Health|Cardinal Health|02/05/2024|Expanded list of Urology and OR room specific kits and trays|Medical Devices|Potential lack of sterility assurance which could result in non-sterile product|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/cardinal-health-issues-medical-device-recall-nurse-assist-products-contained-within-kitstrays-0||
|2024|WEGMANS|Summer Fresh Salads Inc.|02/03/2024|Harissa hummus topped with harissa|Food &#x26; Beverages|Undeclared Allergen-Sesame|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/summer-fresh-salads-inc-issues-allergy-alert-undeclared-sesame-wegmans-harissa-hummus-topped-harissa||
|2024|TING&#xae;|Insight Pharmaceuticals|02/02/2024|1&#x25; Tolnaftate Athlete&#x2019;s Foot Spray Antifungal Spray Liquid|Drugs|Presence of benzene|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/insight-pharmaceuticals-issues-voluntary-nationwide-recall-tingr-1-tolnaftate-athletes-foot-spray||
|2024|Sam Sung|Nam &#x26; Son|02/01/2024|Soy Bean Sprouts|Food &#x26; Beverages, Foodborne Illness|Potential Listeria monocytogenes contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/nam-son-md-recalls-soybean-sprouts-because-possible-health-risk-0||
|2024|Hearty Acquisitions Inc.|Hearty Acquisitions Inc.|02/01/2024|Tomato Basil with Rice|Food &#x26; Beverages, Allergens|Undeclared Soy|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/hearty-acquisitions-llc-issues-allergy-alert-undeclared-soy-tomato-basil-rice-exp-3222024||
|2024|Quaker|The Quaker Oats Company|01/31/2024|Quaker Chewy Dipps Llama Rama bars and more|Food &#x26; Beverages, Foodborne Illness|Potential for Salmonella contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/update-quaker-issues-revised-recall-notice-additional-product-due-possible-health-risk||
|2024|Byrne Dairy|Byrne Dairy Inc.|01/30/2024|Mighty Fine Chocolate Ice cream|Food &#x26; Beverages, Allergens, Ice Cream&#x2f;Frozen Dairy|Undeclared peanuts|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/byrne-dairy-recalls-mighty-fine-chocolate-ice-cream-half-gallons-dated-1042024-due-undeclared||
|2024|Neptune&#x2019;s Fix|Neptune Resources, LLC|01/29/2024|Neptune&#x27;s Fix Elixir, Neptune&#x27;s Fix Extra Strength Elixir, and Neptune&#x27;s Fix Tablets|Drugs|Undeclared Tianeptine|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/neptune-resources-llc-issues-voluntary-nationwide-recall-neptunes-fix||
|2024|UTZ|UTZ Quality Foods|01/26/2024|Utz 2.75 oz. Wavy Original Potato Chips|Food &#x26; Beverages|Undeclared milk allergen|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/utz-quality-foods-issues-allergy-alert-undeclared-milk-utzr-wavy-original-potato-chips-metro-new||
|2024|Zendedi|Azurity Pharmaceuticals, Inc.|01/25/2024|dextroamphetamine sulfate tablets, 30 mg|Drugs|Mislabeled package|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/azurity-pharmaceuticals-inc-issues-voluntary-nationwide-recall-zenzedir-dextroamphetamine-sulfate||
|2024|Robitussin|Haleon|01/24/2024|Cough syrups|Drugs|Microbial Contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/haleon-issues-voluntary-nationwide-recall-robitussin-honey-cf-max-day-adult-and-robitussin-honey-cf||
|2024|Aligned Medical Solutions|Aligned Medical Solutions|01/23/2024|Convenience kits containing saline|Medical Devices|Product cannot be verified as having the required sterility assurance level|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/windstone-medical-packaging-dba-aligned-medical-solutions-issues-nationwide-recall-nurse-assist||
|2024|Multiple brands|Kilitch Healthcare India Limited|01/22/2024|Lubricant Eye Drops &#x26; Multi-Symptom Eye Drops|Drugs|Device &#x26; Drug Safety Potential Safety Concerns|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/kilitch-healthcare-india-limited-issues-amendments-last-voluntary-nationwide-recall-press-release||
|2024|Al Amir Fresh Foods|Al Amir Fresh Foods|01/20/2024|Hummus Dip &#x26; Tzatziki Cucumber Yogurt|Food &#x26; Beverages|Undeclared Sesame &#x26; Milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/al-amir-fresh-foods-issues-allergy-alert-undeclared-sesame-hummus-dip-products-and-undeclared-milk||
|2024|Lian Sheng|RONG SHING|01/19/2024|Dried Tangerine Plum|Food &#x26; Beverages|Undeclared Allergen-Undeclare Sulfites|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/rong-shing-trading-ny-inc-issues-alert-undeclared-sulfites-lian-sheng-dried-tangerine-plum||
|2024|Lian Sheng|RONG SHING|01/19/2024|Dried Plum|Food &#x26; Beverages|Undeclared Allergen-Undeclare Sulfites|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/rong-shing-trading-ny-inc-issues-alert-undeclared-sulfites-lian-sheng-dried-plum||
|2024|Whitley&#x2019;s Peanut Factory|Whitley&#x2019;s Peanut Factory|01/18/2024|Deluxe Nut Mix|Food &#x26; Beverages|Undeclared Allergens - Peanuts, Milk, Soy, Wheat, and Sesame|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/whitleys-peanut-factory-issues-allergy-alert-undeclared-peanuts-milk-soy-wheat-and-sesame-limited||
|2024|No Brand|Hans Kissle|01/18/2024|Mexican Style Quinoa Salad|Food &#x26; Beverages|Undeclared Allergens &#x2013; Egg, Soy|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/hans-kissle-issues-allergy-alert-undeclared-soy-egg-hans-kissle-mexican-style-quinoa-salad||
|2024|BrightFarms|BrightFarms|01/17/2024|Spinach and Salad Kits|Food &#x26; Beverages|Potential Foodborne Illness-Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/brightfarms-recalls-spinach-and-salad-kits-because-possible-health-risk-result-supplier-element||
|2024|Vandevi|Kinjin Food Pvt. Ltd.|01/17/2024|Asafoetida Yellow Powder in 50 gram, 100 gram, 200 gram, 500 gram, and 1 kilogram packages.|Food &#x26; Beverages|May contain undeclared wheat traces.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/kinjin-food-pvt-ltd-maharashtra-india-issues-allergy-alert-undeclared-wheat-traces-vandevi||
|2024|Big Island Candies|Big Island Candies|01/17/2024|Brownie Assortment|Food &#x26; Beverages|Contains undeclared peanuts|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/big-island-candies-issues-allergen-alert-undeclared-peanuts-makana-brownie-assortment||
|2024|ELV Alipotec|World Green Nutrition, Inc.|01/12/2024|Mexican Tejocte Root Supplement|Food &#x26; Beverages|Product contains yellow oleander.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/world-green-nutrition-inc-recalling-elv-alipotec-brand-mexican-tejocote-root-supplement-pieces-raiz||
|2024|Dragonfly|U.S. Trading Company|01/11/2024|Jelly Handbag and Jelly Backpack containing Jelly Bars|Food &#x26; Beverages|Product contains konjac powder and may present a choking hazard.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/us-trading-company-hayward-ca-recalling-dragonfly-jelly-bars-because-it-contains-konjac-powder-and||
|2024|Rizo Bros California Creamery|Rizo Lopez Foods, Inc.|01/11/2024|Aged Cojita Mexican Grating Cheese|Food &#x26; Beverages, Dairy|Potential Listeria monocytogenes contamination.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/rizo-lopez-foods-inc-recalls-aged-cotija-mexican-grating-cheese-8oz-because-possible-health-risk||
|2024|Multiple brand names|The Quaker Oats Company|01/11/2024|Cereal, bars, and snacks|Food &#x26; Beverages|Potential for Salmonella contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/update-quaker-issues-revised-recall-notice-additional-products-due-possible-health-risk||
|2024|Wegmans|Wegmans|01/10/2024|Outrageous Oat Cookies|Food &#x26; Beverages|Undeclared wheat|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/wegmans-food-markets-inc-issues-allergy-alert-outrageous-oat-cookies-undeclared-wheat||
|2024|Benny T&#x2019;s|Vesta Fiery Gourmet Foods, Inc.|01/09/2024|Benny T&#x2019;s Vesta Dry Hot Sauces|Food &#x26; Beverages, Allergens, Gravy&#x2f;Sauces|Due to Undeclared Wheat|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/vesta-fiery-gourmet-foods-issues-allergy-alert-undeclared-wheat-15oz-glass-jars-benny-ts-vesta-dry||
|2024|Publix Deli|Ventura Foods|01/09/2024|Publix Deli Carolina-Style Mustard BBQ Sauce|Food &#x26; Beverages, Allergens|Due to Undeclared Fish|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/ventura-foods-issues-allergy-alert-undeclared-fish-anchovy-allergen-publix-deli-carolina-style||
|2024|Fat Choy Kee|HY Success, Inc.|01/09/2024|Dried Longan|Food &#x26; Beverages, Allergens|Undeclared sulfites|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/hy-success-inc-alert-undeclared-sulfites-fat-choy-kee-dried-longan||
|2024|Leiters, Compounding Health|Leiters Health|01/08/2024|Vancomycin IV Bags, Phenylephrine IV Bags, and Fentanyl IV Bags|Drugs|Potential for superpotent drug|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/leiters-health-issues-voluntary-nationwide-recall-vancomycin-iv-bags-phenylephrine-iv-bags-and||
|2024|3-D Pet Products|D&#x26;D Commodities, Ltd.|01/05/2024|Parrot Food|Animal &#x26; Veterinary, Foodborne Illness, Food &#x26; Beverages, Foodborne Illness|Due to potential Salmonella contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/urgent-voluntary-recall-dd-commodities-ltd-3-d-pet-products-premium-parrot-food-due-potential||
|2024|ToYou|ToYou Snacks|01/05/2024|Snack Bars in a variety of flavors|Food &#x26; Beverages, Allergens|Due to Undeclared Soy|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/toyou-snacks-issues-allergy-alert-toyou-snacks-snack-bars-due-undeclared-soy||
|2024|Tasty Snacks|Win Luck Trading, Inc.|01/04/2024|Dried Plums|Food &#x26; Beverages, Allergens|May contain undeclared sulfites.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/win-luckmaoyigongsiduiganmeizizhongweishenbaodeyaliusuanyanfachuguominjingbao||
|2024|Tasty Snacks|Win Luck Trading, Inc.|01/04/2024|Dried Plums|Food &#x26; Beverages, Allergens|May contain undeclared sulfites|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/win-luck-trading-inc-issues-allergy-alert-undeclared-sulfites-dried-plums||
|2024|Atrium|Getinge&#x2f;Atrium Medical Corporation|01/04/2024|Express Drains|Medical Devices|Syringes provided with Express Drains could not be verified to be sterile.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/getinge-atrium-medical-corporation-issues-medical-device-correction-nurse-assist-syringes-provided||
|2024|Blue Ridge Beef|Blue Ridge Beef|01/03/2024|Kitten Grind, Kitten Mix, and Puppy Mix|Animal &#x26; Veterinary|Potential contamination of Salmonella and Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/expanded-affected-states-blue-ridge-beef-issues-voluntary-recall-blue-ridge-beef-kitten-grind-blue||
